liga,url,Home_team,Away_team,id,fecha,1_Average,X_Average,2_Average,1_Highest,X_Highest,2_Highest,H_Average,A_Average,H_Highest,A_Highest,1X_Average,12_Average,X2_Average,1X_Highest,12_Highest,X2_Highest
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/brooklyn-nets-indiana-pacers-KQEqqakb/,Brooklyn Nets,Indiana Pacers,04 Apr 2024_NBA_Brooklyn Nets_Indiana Pacers,04 Apr 2024,2.65,16.00,1.50,2.70,17.00,1.53,,,,,,,,,,
